ID,qualtrics_q_id,html_input,empty
DIS,q23a1,"If I award 10 points to myself, then each Payer ends up with 36 points because for each point I transfer 0.4 points get deducted from each Payer.",
DIS,q23a2,"If I award 10 points to myself, then each Payer ends up with 40 points.",
DIS,q23a3,"If I award 10 points to myself, then each Payer ends up with 39.6 points because they share the cost.",
DIS,q33,Which one of the following statements is true?,
DIS,q33a1,"For every point I award to myself, 0.4 points will be subtracted from the points of each of the Payers but not from my points.",
DIS,q33a2,"For every point I award to myself, 0.4 points will be subtracted from my points, but not from the points of the Payers.",
DIS,q33a3,"For every point I award to myself, 0.4 points will be subtracted from my points and from the points of each of the Payers.",
STO,q12,Which one of the following statements is true?,
STO,q12a1,"When I’m asked to indicate my certainty about my decision, the people running this study are interested in how certain I am that mine is the best possible forecast, given the information I have.",
STO,q12a2,"When I’m asked to indicate my certainty about my decision, the people running this study are interested in how certain I am that I have as much information about the asset as a financial market analyst.",
STO,q22,Which one of the following statements is <b>NOT</b> true?,
STO,q22a1,I will be asked to forecast inflation.,
STO,q22a2,I will be asked to forecast the value of a $100 investment into different  financial assets. ,
STO,q32,Suppose the time horizon is 9 months and the asset is a fund replicating the S&P500. Which one of the following statements is true?,
STO,q32a1,I will be asked to forecast the value of a $100 investment into the fund replicating the  S&P500 over the next nine months.,
STO,q32a2,I will be asked to forecast the value of a $100 investment into the fund replicating the  S&P500 over the next nine months and then annualize this number.,
FAP,q12,Which one of the following statements is true?,
FAP,q12a1,To maximize my bonus I have to translate as many three digit codes as possible.,
FAP,q12a2,"If my decision is selected for the bonus payment, I win if I have translated more three digit codes than the other participant with which I am paired with.",
FAP,q12a2,"If my decision is selected for the bonus payment, it is completely random whether I win the bonus. ",
TAX,q12,Which one of the following statements is true?,
TAX,q12a1,"When I’m asked to indicate my certainty about my decision, the people running this study are interested in how certain I am that my estimate of the amount of taxes Fred would have to pay is correct.",
TAX,q12a2,"When I’m asked to indicate my certainty about my decision, the people running this study are interested in how certain I am that my estimate of Fred’s after-tax salary is correct. ",
TAX,q22,Which one of the following statements is true?,
TAX,q22a1,"When Fred’s income jumps to a higher tax bracket, he pays the higher rate only on the portion of his income in that tax bracket. ",
TAX,q22a2,"When Fred’s income jumps to a higher tax bracket, he pays the higher rate on his entire income. ",
TAX,q33,"<style>table{border-collapse:collapse;margin:10px;}tr{border-collapse:collapse;}td{border-collapse:collapse;padding:5px 10px 5px 10px;border:1px solid black;}th{border-collapse:collapse;text-align: center;padding:5px 10px 5px 10px;border:1px solid black;}</style>Below is the federal income tax schedule. Which one of the following statements is true about the federal income tax Fred would owe if his income is $60,000?<br><center><table><tr><th>Federal Tax Rate</td><th>Income Bracket</td></tr><tr><td>12%</td><td>$0 to $20,000</td></tr><tr><td>18%</td><td>$20,000 to $50,000</td></tr><tr><td>26%</td><td>$50,000 to $80,000</td></tr><tr><td>32%</td><td>$80,000 to $120,000</td></tr><tr><td>42%</td><td>$120,000 and above</td></tr></table></center>",
TAX,q33a1,"Fred would pay 12% on the $20,000 portion of his income in the first bracket, 18% on the $30,000 portion of his income in the second bracket, and 26% on the $10,000 portion of his income in the third bracket in federal taxes. ",
TAX,q33a2,"Fred would pay 18% on his income of $60,000 in federal taxes. ",
TAX,q33a3,"Fred would pay 26% on his income of $60,000 in federal taxes. ",
POL,q12,Which one of the following statements is true?,
POL,q12a1,"When I’m asked to indicate my certainty about my decision, the people running this study are interested in how certain I am that I took my best decision, given my personal preferences and the available information.",
POL,q12a2,"When I’m asked to indicate my certainty about my decision, the people running this study are interested in how certain I am that there won’t be inflation next year.",
POL,q22,Which one of the following statements is true?,
POL,q22a1,"If the proposed bill passes, all prices will increase next year.",
POL,q22a2,"If the proposed bill passes, prices will not increase next year.",
POL,q33,Which one of the following statements is true?,
POL,q33a1,"Politicians estimate that the proposed bill is very effective at making Americans richer. However, the bill also produces inflation.",
POL,q33a2,"Politicians estimate that the proposed bill is very effective at making Americans richer. Moreover, the bill also produces lower prices for consumers.",
POL,q33a3,Politicians estimate that the proposed bill does not make Americans richer. ,
GPT,q12,Which one of the following statements is true?,
GPT,q12a1,"When I'm asked to indicate my certainty about my decision, the people running this study are interested in how certain I am that the decision I made is actually my best decision, given my personal preferences.",
GPT,q12a2,"When I'm asked to indicate my certainty about my decision, the people running this study are interested in how certain I am what the true price of the product is.",
GPT,q23,Which one of the following statements is true?,
GPT,q23a1,In this study I will be asked how much I would at most be willing to pay for different quantities of different products.,
GPT,q23a2,In this study I will be asked how much I would at most be willing to pay for 3 packs of different products.,
GPT,q23a3,"In this study I will be asked how much I would at most be willing to pay for different quantities of the same product, pasta.",
GPT,q33,Which one of the following statements is true?,
GPT,q33a1,"I should carefully think about how much of my budget of $30 I would be willing to spend on the indicated number of items of the products, imagining I would actually get any money left over and receive the products I purchase.",
GPT,q33a2,"I should always indicate that I am willing to pay $0, because this is a hypothetical study.",
GPT,q33a3,"I should always indicate that I am willing to pay $30, because it is not my own money.",
HEA,q12,Which one of the following statements is true?,
HEA,q12a1,"When I'm asked to indicate my certainty about my decision, the people running this study are interested in how certain I am that the decision I made is actually my best decision, given my personal preferences and the available information.",
HEA,q12a2,"When I'm asked to indicate my certainty about my decision, the people running this study are interested in how certain I am that people will really get sick due to the disease.",
HEA,q22,Suppose there are 10 people expected to get sick. Which of the following statements is true?,
HEA,q22a1,"If I decide the government should spend $100,000, this is the amount the government will spend overall, meaning the government will spend $100,000 in total.",
HEA,q22a2,"If I decide the government should spend $100,000, this is the amount the government will spend for each of the 10 people, meaning the government will spend $1,000,000 in total.",
HEA,q33,Which one of the following statements is true?,
HEA,q33a1,People who get the disease will be sick for 1 month.,
HEA,q33a2,People who get the disease will die.,
HEA,q33a3,People who get the disease will be sick for 1 year.,
PER,q12,Which one of the following statements is true?,
PER,q12a1,"When I'm asked to indicate my certainty about my decision, the people running this study are interested in how certain I am that my estimate is actually correct.",
PER,q12a2,"When I'm asked to indicate my certainty about my decision, the people running this study are interested in how certain I am that they will actually pay me my bonus.",
PER,q22,Which one of the following statements is true?,
PER,q22a1,I need to estimate the number of dots on a single screen.,
PER,q22a2,I need to add up the number of dots across all screens I encounter in this study.,
PER,q32,Which one of the following statements is true?,
PER,q32a1,I have 10 seconds to type in my estimate.,
PER,q32a2,I can take as long as I want.,
GUE,q12,Which one of the following statements is true?,
GUE,q12a1,"When I’m asked to indicate my certainty about my decision, the people running this study are interested in how certain I am that my guess is the best possible guess given the information I have.",
GUE,q12a2,"When I’m asked to indicate my certainty about my decision, the people running this study are interested in how certain I am that they will actually pay me my bonus.",
GUE,q23,Which one of the following statements is true?,
GUE,q23a1,"If my MULTIPLIER is equal to 2 and the other participant guesses 60, then I maximize my bonus by guessing 100.",
GUE,q23a2,"If my MULTIPLIER is equal to 2 and the other participant guesses 60, then I maximize my bonus by guessing 60.",
GUE,q23a3,"If my MULTIPLIER is equal to 2 and the other participant guesses 60, then I maximize my bonus by guessing 30. ",
GUE,q33,Which one of the following statements is true?,
GUE,q33a1,"If my MULTIPLIER is equal to 0.5 and the other participant guesses 40, then I maximize my bonus by guessing 20.",
GUE,q33a2,"If my MULTIPLIER is equal to 0.5 and the other participant guesses 40, then I maximize my bonus by guessing 40.",
GUE,q33a3,"If my MULTIPLIER is equal to 0.5 and the other participant guesses 40, then I maximize my bonus by guessing 80.",
